x,y
362,12168
330,11830.78515625
330,11480.87890625
490.01025390625,11273.951171875
835.6347045898438,11219.908203125
1173.5333251953125,11130.228515625
1473.3458251953125,10956.16796875
1626.7547607421875,10645.458984375
1681.1669921875,10300.3984375
1684.623046875,9950.5126953125
1686.234130859375,9600.611328125
1687.3590087890625,9250.70703125
1688.20458984375,8900.802734375
1688.8675537109375,8550.8984375
1689.3875732421875,8200.99267578125
1689.7904052734375,7851.087890625
1690.0927734375,7501.18212890625
1690.30615234375,7151.27685546875
1690.4034423828125,6801.37109375
1690.482666015625,6451.4658203125
1690.4381103515625,6101.56005859375
1690.35888671875,5751.65478515625
1690.161865234375,5401.7490234375
1689.916748046875,5051.84375
1689.57421875,4701.9384765625
1689.112060546875,4352.03271484375
1688.46875,4002.12841796875
1687.7486572265625,3652.22412109375
1686.7265625,3302.3193359375
1685.4180908203125,2952.417236328125
1683.201904296875,2602.518310546875
1658.1485595703125,2254.132080078125
1559.77978515625,1919.56396484375
1313.8709716796875,1679.544921875
984.193115234375,1564.525390625
640.6194458007812,1498.8907470703125
330.0000305175781,1421.54296875
330,1071.6376953125
330,721.732421875
549.96337890625,559.2103271484375
899.869384765625,559.6619873046875
1249.7744140625,560.1135864257812
1599.6793212890625,560.5652465820312
1949.5843505859375,561.0169067382812
2299.490234375,561.468505859375
2649.395263671875,561.920166015625
2999.30029296875,562.371826171875
3349.205078125,562.8234252929688
3699.11181640625,563.196044921875
4049.015869140625,563.5180053710938
4398.921875,563.8399658203125
4748.828125,564.2106323242188
5098.73095703125,564.6765747070312
5448.6376953125,565.3209838867188
5798.5400390625,566.383056640625
6148.43896484375,568.369873046875
6498.31396484375,572.9061279296875
6847.8505859375,587.8645629882812
7196.04931640625,622.280029296875
7543.046875,667.15869140625
7888.12451171875,724.9370727539062
8230.57421875,796.6609497070312
8569.517578125,883.427978515625
8903.90234375,986.3652954101562
9232.470703125,1106.558837890625
9553.755859375,1245.0262451171875
9866.09375,1402.631591796875
10167.6474609375,1579.9874267578125
10456.4794921875,1777.3690185546875
10730.65625,1994.64599609375
10988.3583984375,2231.21923828125
11228.03125,2486.043701171875
11447.9228515625,2758.111328125
11646.3466796875,3046.21142578125
11822.6611328125,3348.35595703125
11976.7001953125,3662.449951171875
12108.7783203125,3986.3984375
12219.6162109375,4318.22509765625
12310.1728515625,4656.154296875
12381.3779296875,4998.69384765625
12433.97265625,5344.58544921875
12470.107421875,5692.58935546875
12491.2236328125,6041.83203125
12498.0498046875,6391.646484375
12490.818359375,6741.453125
12469.244140625,7090.66748046875
12432.505859375,7438.60791015625
12379.111328125,7784.37841796875
12307.4814453125,8126.828125
12216.251953125,8464.576171875
12104.232421875,8796.0009765625
11970.5009765625,9119.267578125
11814.5576171875,9432.41796875
11636.4013671875,9733.482421875
11436.6298828125,10020.6552734375
11214.7802734375,10291.05078125
10971.220703125,10542.2236328125
10714.138671875,10779.4267578125
10438.185546875,10994.443359375
10148.041015625,11189.8935546875
9845.4638671875,11365.5009765625
9532.275390625,11521.4130859375
9210.255859375,11658.162109375
8881.05078125,11776.5986328125
8546.1220703125,11877.7353515625
8206.71875,11962.6943359375
7863.90380859375,12032.6640625
7518.55517578125,12088.806640625
7171.37744140625,12132.2236328125
6822.95654296875,12164.30859375
6473.58154296875,12182.7880859375
6123.73486328125,12189.0791015625
5773.84326171875,12191.85546875
5423.9404296875,12193.365234375
5074.037109375,12194.3564453125
4724.13232421875,12195.0859375
4374.2255859375,12195.6728515625
4024.31982421875,12196.154296875
3674.413818359375,12196.6357421875
3324.512939453125,12197.11328125
2974.607177734375,12197.5771484375
2624.701171875,12198.0419921875
2274.795166015625,12198.505859375
1924.8892822265625,12198.970703125
1574.9871826171875,12199.4345703125
1225.081298828125,12199.8984375
875.1753540039062,12200.36328125
525.2694091796875,12200.8271484375
6457.65869140625,11269.7412109375
6805.31640625,11230.93359375
7148.31201171875,11162.435546875
7481.72802734375,11057.005859375
7798.11962890625,10908.2822265625
8088.56640625,10713.7822265625
8343.8740234375,10475.1455078125
8555.8857421875,10197.251953125
8725.85546875,9891.681640625
8859.7568359375,9568.5712890625
8964.587890625,9234.8271484375
9046.5380859375,8894.7080078125
9110.541015625,8550.740234375
9160.330078125,8204.41357421875
9197.556640625,7856.513671875
9224.361328125,7507.64501953125
9242.8232421875,7158.23486328125
9254.1376953125,6808.51953125
9258.8916015625,6458.64990234375
9257.2734375,6108.75439453125
9249.1689453125,5758.94873046875
9234.1142578125,5409.37060546875
9211.0986328125,5060.2333984375
9177.7890625,4711.93505859375
9132.9267578125,4364.9375
9074.8203125,4019.9150390625
9001.0634765625,3677.906982421875
8908.1025390625,3340.6376953125
8790.3720703125,3011.253662109375
8638.408203125,2696.322998046875
8445.3095703125,2404.898681640625
8209.5068359375,2146.90625
7934.67724609375,1930.9710693359375
7629.19775390625,1761.025390625
7302.89697265625,1635.3560791015625
6964.08740234375,1548.5953369140625
6618.52783203125,1494.2679443359375
6269.2255859375,1475.182373046875
5919.3564453125,1472.0977783203125
5570.345703125,1494.0291748046875
5226.85791015625,1558.7164306640625
4918.228515625,1716.8924560546875
4749.17822265625,2018.283447265625
4679.10205078125,2360.587890625
4670.14306640625,2710.330078125
4667.7529296875,3060.225830078125
4666.44775390625,3410.12939453125
4665.5322265625,3760.034912109375
4664.84033203125,4109.94140625
4664.3486328125,4459.84130859375
4663.89599609375,4809.7470703125
4663.44287109375,5159.6533203125
4662.990234375,5509.55908203125
4662.53759765625,5859.46533203125
4662.0849609375,6209.3671875
4661.80859375,6559.2744140625
4661.59716796875,6909.177734375
4661.43212890625,7259.0859375
4661.3623046875,7608.9921875
4661.29296875,7958.89453125
4661.39501953125,8308.802734375
4661.53125,8658.708984375
4661.888671875,9008.609375
4662.53564453125,9358.5185546875
4663.64111328125,9708.4189453125
4665.86279296875,10058.3193359375
4682.96728515625,10407.576171875
4752.37060546875,10749.9423828125
4929.44873046875,11046.71484375
5242.46923828125,11196.986328125
5586.2958984375,11259.8740234375
5935.35986328125,11282.986328125
